participant_id,age,gender,employment_status,city_tier,monthly_income,FL1,FL2,FL3,FL4,FL5,IB1,IB2,IB3,IB4,IB5,SS1,SS2,SS3,SS4,SD1,SD2,SD3,SD4,SD5,BH1,BH2,BH3,BH4,essential_expenses,discretionary_expenses,monthly_savings,debt_payment,total_expenses,savings_rate,expense_to_income_ratio,financial_literacy_score,impulse_buying_score,stress_spending_score,saving_discipline_score,budgeting_habit_score
FB0080,28,Female,Student,Tier 2,120000.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,44744.0,6577.0,31455.0,0.0,51321.0,0.262,0.428,3.4,1.2,3.0,2.4,3.5
FB0081,21,Male,Student,Tier 1,120000.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,52401.0,26631.0,15705.0,11848.0,90880.0,0.131,0.757,1.6,4.2,3.0,3.4,2.0
FB0082,30,Female,Full-time Employee,Tier 1,120000.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,61782.0,17420.0,23101.0,6660.0,85862.0,0.193,0.716,4.0,3.0,2.5,4.0,3.75
FB0083,28,Male,Freelancer,Tier 1,120000.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,55483.0,28161.0,17509.0,0.0,83644.0,0.146,0.697,4.0,2.4,3.0,2.8,3.0
FB0084,32,Male,Intern,Tier 2,120000.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,29925.0,23008.0,33200.0,1955.0,54888.0,0.277,0.457,4.2,2.6,3.5,3.6,3.75
FB0085,21,Male,Intern,Tier 1,120000.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,22760.0,14557.0,39183.0,0.0,37317.0,0.327,0.311,3.0,2.6,1.75,4.2,4.25
FB0086,19,Male,Intern,Tier 2,120000.0,3.0,3.0,3.0,2.0,4.0,,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,35002.0,12937.0,19771.0,7363.0,55302.0,0.165,0.461,3.0,2.5,2.5,2.8,2.5
FB0087,20,Male,Student,Tier 1,100202.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,46253.0,19916.0,16779.0,7620.0,73789.0,0.167,0.736,3.4,3.0,3.25,2.8,4.0
FB0088,29,Male,Unemployed,Tier 3,106668.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,23012.0,10227.0,25743.0,3712.0,36951.0,0.241,0.346,3.8,3.4,1.5,3.8,3.0
FB0089,30,Male,Student,Tier 1,120000.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,52994.0,26361.0,0.0,8667.0,88022.0,0.0,0.734,2.2,4.2,3.5,1.75,2.0
FB0090,19,Male,Intern,Tier 2,120000.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,59778.0,15441.0,24433.0,2289.0,77508.0,0.204,0.646,1.4,3.4,2.25,4.0,1.5
FB0091,25,Male,Full-time Employee,Tier 2,120000.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,63344.0,9218.0,37058.0,1463.0,74025.0,0.309,0.617,4.0,2.6,2.75,3.4,4.5
FB0092,34,Female,Intern,Tier 2,118285.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,51205.0,8540.0,30901.0,364.0,60109.0,0.261,0.508,3.4,2.4,1.5,3.2,4.25
FB0093,27,Male,Unemployed,Tier 1,120000.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,61224.0,500.0,39592.0,0.0,61724.0,0.33,0.514,3.8,1.4,1.25,5.0,3.75
FB0094,18,Male,Student,Tier 1,71590.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,32955.0,11486.0,22764.0,4037.0,48478.0,0.318,0.677,3.4,3.0,3.75,4.2,3.5
FB0095,25,Female,Freelancer,Tier 1,120000.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,62036.0,16179.0,29570.0,9818.0,88033.0,0.246,0.734,3.2,3.2,3.5,3.8,3.25
FB0096,34,Male,Student,Tier 2,120000.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,36985.0,1606.0,44076.0,0.0,38591.0,0.367,0.322,4.6,2.2,2.5,3.8,2.75
FB0097,32,Male,Full-time Employee,Tier 3,120000.0,4.0,4.0,2.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,41181.0,17553.0,31729.0,7511.0,66245.0,0.264,0.552,3.2,2.75,2.5,3.2,4.25
FB0098,26,Male,Student,Tier 1,120000.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,61636.0,27280.0,32123.0,9636.0,98552.0,0.268,0.821,2.8,2.6,3.0,3.6,3.75
FB0099,31,Male,Student,Tier 3,120000.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,46147.0,24053.0,24976.0,10688.0,80888.0,0.208,0.674,3.4,2.6,3.75,3.0,3.25
FB0100,20,Male,Student,Tier 2,120000.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,54611.0,28960.0,8839.0,19866.0,103437.0,0.074,0.862,1.0,4.2,4.0,3.4,2.25
FB0101,32,Male,Full-time Employee,Tier 3,120000.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,32715.0,13604.0,37072.0,1336.0,47655.0,0.309,0.397,3.8,2.8,3.5,4.8,3.5
FB0102,21,Female,Full-time Employee,Tier 1,120000.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,46851.0,20760.0,26239.0,5031.0,72642.0,0.219,0.605,2.4,3.8,1.5,3.8,2.25
FB0103,32,Male,Student,Tier 2,120000.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,32743.0,14779.0,26311.0,7401.0,54923.0,0.219,0.458,3.4,3.2,2.25,3.4,3.75
FB0104,23,Other,Student,Tier 1,120000.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,58798.0,39581.0,7055.0,18527.0,116906.0,0.059,0.974,3.4,4.2,4.25,2.0,2.5
FB0105,21,Female,Intern,Tier 3,120000.0,,2.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,45265.0,17377.0,11322.0,10528.0,73170.0,0.094,0.61,2.0,3.8,3.3333333333333335,2.4,3.5
FB0106,26,Male,Intern,Tier 2,120000.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,34722.0,10857.0,38258.0,1523.0,47102.0,0.319,0.393,4.2,1.4,2.75,4.0,3.75
FB0107,26,Female,Full-time Employee,Tier 1,120000.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,62827.0,9612.0,44423.0,4337.0,76776.0,0.37,0.64,5.0,2.4,3.0,4.4,5.0
FB0108,26,Male,Student,Tier 1,120000.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,62717.0,12545.0,34623.0,0.0,75262.0,0.289,0.627,5.0,3.0,1.75,3.4,4.5
FB0109,25,Female,Full-time Employee,Tier 1,120000.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,77140.0,21254.0,22778.0,7633.0,106027.0,0.19,0.884,3.2,4.6,3.5,2.8,3.25
FB0110,23,Female,Intern,Tier 1,111036.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,33730.0,12286.0,27807.0,7521.0,53537.0,0.25,0.482,3.0,3.4,3.25,4.2,2.75
FB0111,32,Female,Full-time Employee,Tier 1,120000.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,39195.0,27580.0,34290.0,10594.0,77369.0,0.286,0.645,4.8,3.4,4.5,3.2,4.5
FB0112,27,Male,Student,Tier 2,106899.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,1.0,3.0,4.0,4.0,4.0,4.0,44394.0,31978.0,0.0,16008.0,92380.0,0.0,0.864,2.8,4.4,4.0,2.25,4.0
FB0113,23,Female,Intern,Tier 2,120000.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,32622.0,21820.0,19262.0,12065.0,66507.0,0.161,0.554,3.6,4.6,4.5,2.6,2.75
FB0114,27,Male,Student,Tier 2,120000.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,34808.0,25298.0,15964.0,12447.0,72553.0,0.133,0.605,2.8,3.4,3.75,2.6,3.0
FB0115,33,Male,Intern,Tier 1,120000.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,58798.0,18681.0,32202.0,3058.0,80537.0,0.268,0.671,3.8,3.0,2.25,4.8,4.0
FB0116,18,Female,Full-time Employee,Tier 3,120000.0,5.0,4.0,5.0,4.0,4.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46657.0,5725.0,33511.0,2032.0,54414.0,0.279,0.453,4.4,2.25,1.75,4.2,4.0
FB0117,22,Male,Student,Tier 2,88340.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,34342.0,7365.0,34942.0,0.0,41707.0,0.396,0.472,3.6,2.4,1.5,4.4,4.25
FB0118,19,Male,Student,Tier 1,120000.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,70993.0,14306.0,26806.0,1056.0,86355.0,0.223,0.72,2.2,2.6,1.5,2.8,3.0
FB0119,32,Male,Unemployed,Tier 1,120000.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,58434.0,10453.0,37145.0,0.0,68887.0,0.31,0.574,4.2,2.0,1.25,3.0,4.25
FB0120,27,Female,Student,Tier 1,120000.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,56659.0,14200.0,2915.0,1666.0,72525.0,0.024,0.604,2.4,2.8,2.5,2.0,2.5
FB0121,27,Male,Full-time Employee,Tier 1,120000.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,48411.0,30117.0,768.0,10765.0,89293.0,0.006,0.744,2.0,3.8,3.25,1.4,1.25
FB0122,25,Female,Intern,Tier 1,120000.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,73240.0,22632.0,27703.0,2318.0,98190.0,0.231,0.818,3.4,3.8,1.75,3.4,2.75
FB0123,18,Female,Full-time Employee,Tier 1,120000.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,41609.0,8507.0,37640.0,0.0,50116.0,0.314,0.418,4.2,2.2,1.75,2.6,4.25
FB0124,33,Female,Student,Tier 1,120000.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,2.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,47411.0,500.0,35720.0,0.0,47911.0,0.298,0.399,3.2,2.0,2.0,4.4,4.25
FB0125,31,Male,Student,Tier 1,120000.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,58414.0,27462.0,0.0,8569.0,94445.0,0.0,0.787,2.4,4.4,4.0,1.6,1.0
FB0126,30,Female,Student,Tier 3,85270.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,31423.0,9430.0,16928.0,1577.0,42430.0,0.199,0.498,3.2,2.4,3.0,3.2,3.75
FB0127,20,Male,Intern,Tier 2,120000.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,41523.0,18313.0,29699.0,6829.0,66665.0,0.247,0.556,2.8,3.4,2.75,2.6,2.25
FB0128,22,Female,Unemployed,Tier 2,79502.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,25534.0,18101.0,13906.0,4432.0,48067.0,0.175,0.605,4.8,4.2,3.75,3.0,2.75
FB0129,23,Female,Student,Tier 2,120000.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,39908.0,21410.0,2458.0,9023.0,70341.0,0.02,0.586,2.8,4.0,2.0,2.4,2.75
FB0130,35,Female,Full-time Employee,Tier 2,120000.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,39203.0,18230.0,25012.0,6026.0,63459.0,0.208,0.529,3.4,2.0,3.25,1.8,2.75
FB0131,20,Male,Student,Tier 2,70195.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,20882.0,16249.0,16798.0,1416.0,38547.0,0.239,0.549,3.4,4.4,1.25,3.6,2.25
FB0132,24,Male,Intern,Tier 3,120000.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,,,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,35604.0,13145.0,15115.0,727.0,49476.0,0.126,0.412,2.8,4.333333333333333,1.75,3.2,2.75
FB0133,29,Female,Intern,Tier 1,120000.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,45247.0,20482.0,3843.0,3080.0,68809.0,0.032,0.573,2.8,2.4,2.75,1.8,1.25
FB0134,29,Female,Intern,Tier 1,120000.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,65530.0,23210.0,16717.0,5528.0,94268.0,0.139,0.786,2.8,4.2,2.0,3.2,3.5
FB0135,25,Female,Full-time Employee,Tier 1,43750.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,17036.0,5241.0,6725.0,1846.0,24123.0,0.154,0.551,4.2,2.6,1.6666666666666667,2.6,4.0
FB0136,24,Female,Student,Tier 1,120000.0,3.0,4.0,,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,47391.0,14220.0,34579.0,7314.0,68925.0,0.288,0.574,3.75,2.6,2.5,3.8,3.25
FB0137,27,Female,Student,Tier 2,120000.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,37805.0,19519.0,42958.0,10406.0,67730.0,0.358,0.564,4.0,2.8,4.5,4.0,4.0
FB0138,21,Female,Student,Tier 2,120000.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,38020.0,31597.0,25054.0,14834.0,84451.0,0.209,0.704,3.4,3.6,3.25,4.2,4.5
FB0139,20,Female,Freelancer,Tier 3,120000.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,,2.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,35760.0,18307.0,30271.0,7133.0,61200.0,0.252,0.51,3.4,3.2,2.0,4.0,3.5
FB0140,21,Male,Full-time Employee,Tier 2,120000.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,36595.0,17952.0,6714.0,0.0,54547.0,0.056,0.455,1.4,2.6,3.25,2.2,3.75
FB0141,27,Male,Freelancer,Tier 1,120000.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,60791.0,32110.0,32012.0,14265.0,107166.0,0.267,0.893,4.6,3.6,3.25,3.6,2.75
FB0142,21,Female,Student,Tier 1,93417.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,53195.0,17604.0,12828.0,8651.0,79450.0,0.137,0.85,2.2,3.4,4.0,4.0,1.0
FB0143,20,Female,Full-time Employee,Tier 2,120000.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,52734.0,26955.0,17904.0,14640.0,94329.0,0.149,0.786,3.4,3.0,4.5,1.6,2.5
FB0144,19,Female,Student,Tier 1,120000.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,58744.0,12890.0,49601.0,0.0,71634.0,0.413,0.597,4.2,2.6,2.25,4.6,4.25
FB0145,30,Male,Unemployed,Tier 2,81553.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,19128.0,12334.0,12867.0,6288.0,37750.0,0.158,0.463,3.2,3.6,2.5,3.4,3.25
FB0146,20,Male,Student,Tier 3,120000.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,36287.0,24837.0,8888.0,12417.0,73541.0,0.074,0.613,2.4,3.2,4.25,3.0,2.5
FB0147,25,Male,Unemployed,Tier 1,115222.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,51200.0,20526.0,7555.0,6351.0,78077.0,0.066,0.678,1.6,3.2,3.75,2.6,3.25
FB0148,30,Female,Full-time Employee,Tier 1,120000.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,57145.0,18871.0,15789.0,4296.0,80312.0,0.132,0.669,3.2,3.6,3.25,2.4,4.75
FB0149,26,Female,Freelancer,Tier 2,120000.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,37470.0,500.0,37312.0,0.0,37970.0,0.311,0.316,3.2,2.2,1.5,4.6,2.75
FB0150,26,Male,Intern,Tier 2,120000.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,67106.0,6964.0,33556.0,2591.0,76661.0,0.28,0.639,4.4,2.2,1.5,3.2,4.25
FB0151,29,Male,Full-time Employee,Tier 2,120000.0,5.0,3.0,,5.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,22726.0,10451.0,43462.0,3877.0,37054.0,0.362,0.309,4.25,1.6,2.25,4.2,5.0
FB0152,19,Male,Student,Tier 2,120000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,55078.0,6063.0,34903.0,0.0,61141.0,0.291,0.51,2.0,1.2,2.5,4.2,4.25
FB0153,34,Male,Student,Tier 1,120000.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,54343.0,12039.0,27499.0,3417.0,69799.0,0.229,0.582,3.6,2.2,3.25,2.6,2.0
FB0154,19,Other,Student,Tier 3,119044.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,14962.0,26831.0,19452.0,12828.0,54621.0,0.163,0.459,3.8,4.8,2.3333333333333335,3.0,4.25
FB0155,27,Male,Student,Tier 1,120000.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,48119.0,12649.0,39284.0,9795.0,70563.0,0.327,0.588,5.0,3.8,1.0,4.2,3.25
FB0156,28,Female,Unemployed,Tier 1,102015.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,33993.0,17182.0,17896.0,10564.0,61739.0,0.175,0.605,3.2,3.0,4.5,3.0,3.75
FB0157,28,Female,Intern,Tier 2,120000.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,52174.0,8081.0,35456.0,0.0,60255.0,0.295,0.502,3.4,1.8,2.75,4.4,4.0
FB0158,24,Male,Intern,Tier 3,120000.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,44763.0,500.0,31161.0,0.0,45263.0,0.26,0.377,2.6,2.0,1.5,3.2,3.25
FB0159,32,Female,Student,Tier 3,108057.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,,3.0,2.0,34112.0,21309.0,17532.0,7857.0,63278.0,0.162,0.586,2.2,3.6,2.5,2.8,2.3333333333333335
FB0160,19,Female,Full-time Employee,Tier 2,120000.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,45888.0,17844.0,42781.0,12001.0,75733.0,0.357,0.631,3.6,3.4,3.0,5.0,4.5
